Rank,Name,Net Worth,Num Worth,Age,Gender,Source,Country of Citizenship,What I Learned
#1199,Mario Moretti Polegato,$1.7 B,$1.70,64,Male,shoes,Italy,
#1444,Pier Luigi Loro Piana,$1.4 B,$1.40,64,Male,fashion,Italy,
#1137,Syed Mokhtar AlBukhary,$1.8 B,$1.80,64,Male,diversified,Malaysia,
#1775,Mohammed Al Barwani,$1.1 B,$1.10,64,Male,oil,Oman,
#643,Andrew Tan,$3 B,$3,64,Male,diversified,Philippines,
#1413,Anatoly Lomakin,$1.4 B,$1.40,64,Male,fertilizers,Russia,
#1572,Vasily Anisimov,$1.3 B,$1.30,64,Male,real estate,Russia,
#1575,Arkady Rotenberg,$1.3 B,$1.30,64,Male,"construction, pipes, banking",Russia,
#1770,Chung Mong-Joon,$1.1 B,$1.10,64,Male,shipbuilding/industrial machines,South Korea,
#1063,Tsai Hong-tu,$1.9 B,$1.90,64,Male,finance,Taiwan,
#1335,Liao Long-Shing,$1.5 B,$1.50,64,Male,petrochemicals,Taiwan,
#1470,Richard Desmond,$1.4 B,$1.40,64,Male,publishing,United Kingdom,
#121,Patrick Soon-Shiong,$10.3 B,$10.30,64,Male,pharmaceuticals,United States,
#301,David Sun,$5.2 B,$5.20,64,Male,computer hardware,United States,
#731,Mark Shoen,$2.7 B,$2.70,64,Male,U-Haul,United States,
#773,Riley Bechtel,$2.5 B,$2.50,64,Male,"engineering, construction",United States,
#957,Scott Cook,$2.1 B,$2.10,64,Male,software,United States,
#1420,Leonard Schleifer,$1.4 B,$1.40,64,Male,pharmaceuticals,United States,
#1497,Farris Wilks,$1.3 B,$1.30,64,Male,natural gas,United States,
#1535,Alexander Rovt,$1.3 B,$1.30,64,Male,"fertilizer, real estate",United States,
#1598,Peter Alfond,$1.2 B,$1.20,64,Male,shoes,United States,
#1696,Michael Price,$1.2 B,$1.20,64,Male,investments,United States,
#1710,Michael Klein,$1.1 B,$1.10,65,Male,retail,Brazil,
#476,David Cheriton,$3.8 B,$3.80,65,Male,Google,Canada,
#1012,Peter Gilgan,$2 B,$2,65,Male,homebuilding,Canada,
#1590,Luis Enrique Yarur Rey,$1.2 B,$1.20,65,Male,banking,Chile,
#356,Liu Yonghao,$4.8 B,$4.80,65,Male,agribusiness,China,
#877,Zhang Guiping,$2.3 B,$2.30,65,Male,real estate,China,
#999,Gao Tianguo,$2.1 B,$2.10,65,Male,"real estate, finance",China,
#1790,Liu Xuejing & family,$1.1 B,$1.10,65,Male,"copper, poultry",China,
#92,Gerard Wertheimer,$11.8 B,$11.80,65,Male,Chanel,France,
#35,"Theo Albrecht, Jr.",$20.3 B,$20.30,65,Male,"Aldi, Trader Joe's",Germany,
#444,Wolfgang Herz,$4 B,$4,65,Male,coffee,Germany,
#701,Hans Strothoff,$2.8 B,$2.80,65,Male,"kitchen, plumbing retailer",Germany,
#924,Richard Oetker,$2.2 B,$2.20,65,Male,consumer goods,Germany,
#1663,Friedrich Knapp,$1.2 B,$1.20,65,Male,retail,Germany,
#84,Joseph Lau,$12.8 B,$12.80,65,Male,real estate,Hong Kong,
#152,Walter Kwok,$8.6 B,$8.60,65,Male,real estate,Hong Kong,
#850,Huang Shih Tsai,$2.4 B,$2.40,65,Male,real estate,Hong Kong,
#1126,Or Wai Sheun,$1.8 B,$1.80,65,Male,real estate,Hong Kong,
#384,Subhash Chandra,$4.5 B,$4.50,65,Male,media,India,
#512,Harsh Mariwala,$3.6 B,$3.60,65,Male,consumer goods,India,
#700,Murali Divi,$2.8 B,$2.80,65,Male,pharmaceuticals,India,
#794,Rishad Naoroji,$2.5 B,$2.50,65,Male,consumer goods,India,
#796,Nadir Godrej,$2.5 B,$2.50,65,Male,diversified,India,
#1251,Satish Mehta,$1.6 B,$1.60,65,Male,Pharma,India,
#371,Odd Reitan,$4.7 B,$4.70,65,Male,"retail, real estate",Norway,
#1184,Vladimir Bogdanov,$1.7 B,$1.70,65,Male,oil,Russia,
#1609,Leonid Boguslavsky,$1.2 B,$1.20,65,Male,venture capital,Russia,
#1309,Chang Pyung-Soon,$1.6 B,$1.60,65,Male,educational services,South Korea,
#231,Frederik Paulsen,$6.2 B,$6.20,65,Male,health care,Sweden,
#339,Fredrik Lundberg,$4.9 B,$4.90,65,Male,"real estate, investments",Sweden,
#769,Carl Bennet,$2.6 B,$2.60,65,Male,investments,Sweden,
#217,Terry Gou,$6.4 B,$6.40,65,Male,electronics,Taiwan,
#1053,Eddie & Sol Zakay,$1.9 B,$1.90,65,Male,real estate,United Kingdom,
#1474,Jasminder Singh,$1.4 B,$1.40,65,Male,Hotels,United Kingdom,
#298,Trevor Rees-Jones,$5.2 B,$5.20,65,Male,oil & gas,United States,
#324,David Shaw,$5 B,$5,65,Male,hedge funds,United States,
#331,Leon Black,$5 B,$5,65,Male,private equity,United States,
#334,John Doerr,$4.9 B,$4.90,65,Male,venture capital,United States,
#378,Steven Rales,$4.6 B,$4.60,65,Male,manufacturing,United States,
#432,Terrence Pegula,$4.1 B,$4.10,65,Male,natural gas,United States,
#495,"Austen Cargill, II.",$3.7 B,$3.70,65,Male,Cargill,United States,
#537,Ken Fisher,$3.5 B,$3.50,65,Male,money management,United States,
#873,Bob Parsons,$2.3 B,$2.30,65,Male,web hosting,United States,
#1103,Jeffrey Lurie,$1.8 B,$1.80,65,Male,Philadelphia Eagles,United States,
#1307,"Jim Justice, II.",$1.6 B,$1.60,65,Male,coal,United States,
#1368,Hamilton James,$1.5 B,$1.50,65,Male,investments,United States,
#1700,John Martin,$1.1 B,$1.10,65,Male,pharmaceuticals,United States,
#1763,Howard Jenkins,$1.1 B,$1.10,65,Male,Publix,United States,
#1814,Clifford Illig,$1 B,$1,65,Male,health care,United States,
#1136,Kerr Neilson,$1.8 B,$1.80,66,Male,investment,Australia,
#63,Marcel Herrmann Telles,$14.8 B,$14.80,66,Male,beer,Brazil,
#1014,Alexandre Grendene Bartelle,$2 B,$2,66,Male,shoes,Brazil,
#1074,Miguel Krigsner,$1.9 B,$1.90,66,Male,cosmetics,Brazil,
#1612,Rubens Ometto Silveira Mello,$1.2 B,$1.20,66,Male,"sugar, ethanol",Brazil,
#1435,Serge Godin,$1.4 B,$1.40,66,Male,Information Technology,Canada,
#1762,V. Prem Watsa,$1.1 B,$1.10,66,Male,"insurance, investments",Canada,
#779,Sebastian Pinera,$2.5 B,$2.50,66,Male,investments,Chile,
#833,Alvaro Saieh Bendeck,$2.4 B,$2.40,66,Male,banking,Chile,
#916,Sze Man Bok,$2.2 B,$2.20,66,Male,hygiene products,China,
#1366,Sun Shoukuan,$1.5 B,$1.50,66,Male,metals. coal,China,
#1453,Wu Yiling,$1.4 B,$1.40,66,Male,pharmaceuticals,China,
#1477,Zhang Desheng,$1.3 B,$1.30,66,Male,manufacturing,China,
#1636,Zhang Wanzhen,$1.2 B,$1.20,66,Male,advanced ceramics,China,
#1507,Laurent Burelle,$1.3 B,$1.30,66,Male,automotive systems,France,
#598,Andreas Struengmann,$3.2 B,$3.20,66,Male,pharmaceuticals,Germany,
#598,Thomas Struengmann,$3.2 B,$3.20,66,Male,pharmaceuticals,Germany,
#1145,Thomas Bruch,$1.8 B,$1.80,66,Male,food retailing,Germany,
#411,Hui Wing Mau,$4.3 B,$4.30,66,Male,real estate,Hong Kong,
#830,Michael Ying,$2.4 B,$2.40,66,Male,retail,Hong Kong,
#1674,Allan Wong,$1.2 B,$1.20,66,Male,electronics,Hong Kong,
#90,Lakshmi Mittal,$11.9 B,$11.90,66,Male,steel,India,
#1760,Niranjan Hiranandani,$1.1 B,$1.10,66,Male,real estate,India,
#1069,Sukanto Tanoto,$1.9 B,$1.90,66,Male,diversified,Indonesia,
#1087,Peter Sondakh,$1.9 B,$1.90,66,Male,investments,Indonesia,
#1239,Husain Djojonegoro,$1.6 B,$1.60,66,Male,consumer goods,Indonesia,
#1564,Djoko Susanto,$1.3 B,$1.30,66,Male,retail,Indonesia,
#1024,Dermot Desmond,$2 B,$2,66,Male,finance,Ireland,
#136,Eyal Ofer,$9.2 B,$9.20,66,Male,"real estate, shipping",Israel,
#1227,Manuel Villar,$1.7 B,$1.70,66,Male,Real estate,Philippines,
#88,Vagit Alekperov,$12.3 B,$12.30,66,Male,oil,Russia,
#792,Kuok Khoon Hong,$2.5 B,$2.50,66,Male,palm oil,Singapore,
#289,Johann Rupert,$5.3 B,$5.30,66,Male,luxury goods,South Africa,
#253,Juan Roig,$5.8 B,$5.80,66,Male,supermarkets,Spain,
#667,Hortensia Herrero,$2.9 B,$2.90,66,Male,supermarkets,Spain,
#653,Samuel Yin,$3 B,$3,66,Male,diversified,Taiwan,
#1451,Lin Ming-Hsiung,$1.4 B,$1.40,66,Male,retail,Taiwan,
#1788,Tsai Ming-Kai,$1.1 B,$1.10,66,Male,semiconductors,Taiwan,
#1822,Thomas Wu,$1 B,$1,66,Male,finance,Taiwan,
#1398,Keeree Kanjanapas,$1.4 B,$1.40,66,Male,transportation,Thailand,
#1298,Bulent Eczacibasi,$1.6 B,$1.60,66,Male,"pharmaceuticals, diversified",Turkey,
#1468,Nihat Ozdemir,$1.4 B,$1.40,66,Male,diversified,Turkey,
#317,Richard Branson,$5.1 B,$5.10,66,Male,Virgin,United Kingdom,
#197,Shahid Khan,$6.9 B,$6.90,66,Male,auto parts,United States,
#629,Thomas Pritzker,$3.1 B,$3.10,66,Male,"hotels, investments",United States,
#719,Jorge Perez,$2.8 B,$2.80,66,Male,condos,United States,
#888,E. Joe Shoen,$2.3 B,$2.30,66,Male,U-Haul,United States,
#1247,Neal Patterson,$1.6 B,$1.60,66,Male,health IT,United States,
#1316,Timothy Headington,$1.5 B,$1.50,66,Male,"oil & gas, investments",United States,
#1404,Rodney Sacks,$1.4 B,$1.40,66,Male,energy drinks,United States,
#1680,John MacMillan,$1.2 B,$1.20,66,Male,Cargill,United States,
#567,Alain Bouchard,$3.3 B,$3.30,67,Male,retail,Canada,
#554,Wang Xicheng & family,$3.4 B,$3.40,67,Male,tires,China,
#1112,An Kang,$1.8 B,$1.80,67,Male,pharmaceuticals,China,
#1675,Li Denghai,$1.2 B,$1.20,67,Male,seed production,China,
#17,Bernard Arnault,$34.6 B,$34.60,67,Male,LVMH,France,
#1392,Klaus Hellmann,$1.5 B,$1.50,67,Male,logistics,Germany,
#882,Vincent Lo,$2.3 B,$2.30,67,Male,real estate,Hong Kong,
#1352,William Fung,$1.5 B,$1.50,67,Male,sourcing,Hong Kong,
#796,Jamshyd Godrej,$2.5 B,$2.50,67,Male,consumer goods,India,
#920,Baba Kalyani,$2.2 B,$2.20,67,Male,engineering,India,
#788,Miuccia Prada,$2.5 B,$2.50,67,Male,Prada,Italy,
#48,Tadashi Yanai,$17 B,$17,67,Male,retail,Japan,
#1387,Takao Yasuda,$1.5 B,$1.50,67,Male,retail,Japan,
#1250,P.N.C. Menon,$1.6 B,$1.60,67,Male,real estate,Oman,
#247,Viktor Rashnikov,$5.9 B,$5.90,67,Male,steel,Russia,
#625,Vladimir Yevtushenkov,$3.1 B,$3.10,67,Male,telecom,Russia,
#1413,Pyotr Kondrashev,$1.4 B,$1.40,67,Male,fertilizers,Russia,
#1765,Leonid Simanovsky,$1.1 B,$1.10,67,Male,investments,Russia,
#1114,Sam Goi,$1.8 B,$1.80,67,Male,frozen foods,Singapore,
#1264,Hur Young-In,$1.6 B,$1.60,67,Male,bakeries/fast-food outlets,South Korea,
#739,Stefan Olsson,$2.7 B,$2.70,67,Male,diversified,Sweden,
#528,Barry Lam,$3.5 B,$3.50,67,Male,computers,Taiwan,
#1224,Thaksin Shinawatra,$1.7 B,$1.70,67,Male,investments,Thailand,
#1236,William Heinecke,$1.7 B,$1.70,67,Male,hotels,Thailand,
#1723,Surin Upatkoon,$1.1 B,$1.10,67,Male,telecoms/lotteries/insurance,Thailand,
#1480,Sezai Bacaksiz,$1.3 B,$1.30,67,Male,diversified,Turkey,
#1752,Raghuvinder Kataria,$1.1 B,$1.10,67,Male,diversified,United Kingdom,
#56,Ray Dalio,$15.9 B,$15.90,67,Male,hedge funds,United States,
#181,Micky Arison,$7.2 B,$7.20,67,Male,Carnival Cruises,United States,
#446,James Jannard,$4 B,$4,67,Male,sunglasses,United States,
#495,"James Cargill, II.",$3.7 B,$3.70,67,Male,Cargill,United States,
#545,Roger Wang,$3.4 B,$3.40,67,Male,retail,United States,
#727,Min Kao,$2.7 B,$2.70,67,Male,navigation equipment,United States,
#811,"William Conway, Jr.",$2.5 B,$2.50,67,Male,private equity,United States,
#839,David Rubenstein,$2.4 B,$2.40,67,Male,private equity,United States,
#856,John Henry,$2.4 B,$2.40,67,Male,sports,United States,
#1129,Kenneth Feld,$1.8 B,$1.80,67,Male,"circus, live entertainment",United States,
#1153,Phillip Ragon,$1.8 B,$1.80,67,Male,health IT,United States,
#1200,Craig McCaw,$1.7 B,$1.70,67,Male,telecom,United States,
#1221,Timothy Boyle,$1.7 B,$1.70,67,Male,Columbia Sportswear,United States,
#1272,Gary Michelson,$1.6 B,$1.60,67,Male,medical patents,United States,
#78,Carlos Alberto Sicupira,$13.1 B,$13.10,68,Male,beer,Brazil,
#335,Roberto Irineu Marinho,$4.9 B,$4.90,68,Male,media,Brazil,
#1597,Roberto Angelini Rossi,$1.2 B,$1.20,68,Male,"forestry, mining",Chile,
#323,Liu Yongxing,$5 B,$5,68,Male,agribusiness,China,
#1457,Wu Xushun,$1.4 B,$1.40,68,Male,"internet, auto parts",China,
#74,Kjeld Kirk Kristiansen,$13.3 B,$13.30,68,Male,Lego,Denmark,
#438,Niels Peter Louis-Hansen,$4 B,$4,68,Male,medical devices,Denmark,
#517,Lars Larsen,$3.6 B,$3.60,68,Male,retail,Denmark,
#782,Mohamed Mansour,$2.5 B,$2.50,68,Male,diversified,Egypt,
#92,Alain Wertheimer,$11.8 B,$11.80,68,Male,Chanel,France,
#1320,Alain Taravella,$1.5 B,$1.50,68,Male,real estate,France,
#1796,Mohed Altrad,$1.1 B,$1.10,68,Male,"scaffolding, cement mixers",France,
#313,Michael Stoschek,$5.1 B,$5.10,68,Male,autoparts,Germany,
#716,Otto Happel,$2.8 B,$2.80,68,Male,engineering,Germany,
#924,Christian Oetker,$2.2 B,$2.20,68,Male,consumer goods,Germany,
#933,Kurt Krieger,$2.2 B,$2.20,68,Male,furniture retailing,Germany,
#262,Francis Choi,$5.7 B,$5.70,68,Male,real estate,Hong Kong,
#283,Law Kar Po,$5.3 B,$5.30,68,Male,real estate,Hong Kong,
#558,Yitzhak Tshuva,$3.4 B,$3.40,68,Male,real estate,Israel,
#1857,Kuan Kam Hon,$1 B,$1,68,Male,synthetic gloves,Malaysia,
#1030,Carlos Hank Rhon,$2 B,$2,68,Male,banking,Mexico,
#1475,Rufino Vigil Gonzalez,$1.4 B,$1.40,68,Male,steel,Mexico,
#883,Faisal Bin Qassim Al Thani,$2.3 B,$2.30,68,Male,"hotels, diversified",Qatar,
#1650,Chua Thian Poh,$1.2 B,$1.20,68,Male,real estate,Singapore,
#1749,Oei Hong Leong,$1.1 B,$1.10,68,Male,investments,Singapore,
#34,Stefan Persson,$20.5 B,$20.50,68,Male,H&M,Sweden,
#656,Stephan Schmidheiny,$3 B,$3,68,Male,investments,Switzerland,
#1625,Mehmet Nazif Gunal,$1.2 B,$1.20,68,Male,"tourism, construction",Turkey,
#1805,Murat Vargi,$1.1 B,$1.10,68,Male,telecom,Turkey,
#1280,Bill Adderley & family,$1.6 B,$1.60,68,Male,home furnishings,United Kingdom,
#14,Jim Walton,$35 B,$35,68,Male,Wal-Mart,United States,
#115,Jim Kennedy,$10.7 B,$10.70,68,Male,media,United States,
#324,Israel Englander,$5 B,$5,68,Male,hedge funds,United States,
#414,John Sall,$4.2 B,$4.20,68,Male,software,United States,
#458,John Morris,$3.9 B,$3.90,68,Male,sporting goods retail,United States,
#589,John Catsimatidis,$3.3 B,$3.30,68,Male,"oil, real estate",United States,
#711,Robert Bass,$2.8 B,$2.80,68,Male,"oil, investments",United States,
#1115,Charles Zegar,$1.8 B,$1.80,68,Male,Bloomberg LP,United States,
#1151,Charles Simonyi,$1.8 B,$1.80,68,Male,Microsoft,United States,
#1423,Kenny Troutt,$1.4 B,$1.40,68,Male,telecommunications,United States,
#1605,Bill Alfond,$1.2 B,$1.20,68,Male,shoes,United States,
#1649,J. Tomilson Hill,$1.2 B,$1.20,68,Male,investments,United States,
#168,Johann Graf,$7.7 B,$7.70,69,Male,gambling,Austria,
#1418,Reinold Geiger,$1.4 B,$1.40,69,Male,beauty products,Austria,
#818,Jose Luis Cutrale,$2.5 B,$2.50,69,Male,orange juice,Brazil,
#279,Zhang Shiping,$5.3 B,$5.30,69,Male,aluminum products,China,
#765,Song Zuowen,$2.6 B,$2.60,69,Male,"aluminum, diversified",China,
#958,Huang Zhenda,$2.1 B,$2.10,69,Male,construction,China,
#1331,Edouard Carmignac,$1.5 B,$1.50,69,Male,asset management,France,
#901,Jurgen Blickle,$2.3 B,$2.30,69,Male,auto parts,Germany,
#1008,Rainer Blickle,$2 B,$2,69,Male,auto parts,Germany,
#1109,Hubertus Benteler,$1.8 B,$1.80,69,Male,auto parts,Germany,
#1043,Spiro Latsis,$2 B,$2,69,Male,"banking, shipping",Greece,
#1592,T.S. Kalyanaraman,$1.2 B,$1.20,69,Male,jewelry,India,
#1715,Chirayu Amin,$1.1 B,$1.10,69,Male,pharmaceuticals,India,
#1099,David Nahmad,$1.9 B,$1.90,69,Male,art,Monaco,
#1325,Wim Van Der Leegte,$1.5 B,$1.50,69,Male,manufacturing,Netherlands,
#1215,Florentino Perez,$1.7 B,$1.70,69,Male,construction,Spain,
#1421,Fernando Roig,$1.4 B,$1.40,69,Male,supermarkets,Spain,
#178,Melker Schorling,$7.4 B,$7.40,69,Male,investments,Sweden,
#265,Dan Olsson,$5.7 B,$5.70,69,Male,diversified,Sweden,
#1096,Willy Michel,$1.9 B,$1.90,69,Male,medical devices,Switzerland,
#1856,Richard Chang,$1 B,$1,69,Male,"real estate, electronics",Taiwan,
#1296,Wichai Thongtang,$1.6 B,$1.60,69,Male,investments,Thailand,
#1639,Mehmet Rustu Basaran,$1.2 B,$1.20,69,Male,"bank, gas",Turkey,
#336,James Dyson,$4.9 B,$4.90,69,Male,vacuums,United Kingdom,
#389,Clive Calder,$4.5 B,$4.50,69,Male,record label,United Kingdom,
#633,Peter Hargreaves,$3.1 B,$3.10,69,Male,financial services,United Kingdom,
#1740,Cameron Mackintosh,$1.1 B,$1.10,69,Male,Musical Theater,United Kingdom,
#124,Stephen Schwarzman,$10.2 B,$10.20,69,Male,investments,United States,
#179,Stanley Kroenke,$7.4 B,$7.40,69,Male,"sports, real estate",United States,
#539,Steven Spielberg,$3.5 B,$3.50,69,Male,Movies,United States,
#616,"Edward DeBartolo, Jr.",$3.1 B,$3.10,69,Male,shopping centers,United States,
#658,Romesh T. Wadhwani,$3 B,$3,69,Male,software,United States,
#900,Jay Paul,$2.3 B,$2.30,69,Male,real estate,United States,
#1361,Richard Hayne,$1.5 B,$1.50,69,Male,Urban Outfitters,United States,
#551,Fernando Roberto Moreira Salles,$3.4 B,$3.40,70,Male,"banking, minerals",Brazil,
#1449,Jayme Garfinkel,$1.4 B,$1.40,70,Male,insurance,Brazil,
#1711,K. Rai Sahi,$1.1 B,$1.10,70,Male,real estate,Canada,
#988,Eliodoro Matte,$2.1 B,$2.10,70,Male,paper,Chile,
#991,Julio Ponce,$2.1 B,$2.10,70,Male,fertilizer,Chile,
#241,Zong Qinghou,$6.1 B,$6.10,70,Male,beverages,China,
#1201,Shen Wenrong,$1.7 B,$1.70,70,Male,steel production,China,
#1721,Li Fucheng,$1.1 B,$1.10,70,Male,agribusiness,China,
#713,Heikki Kyostila,$2.8 B,$2.80,70,Male,dental products,Finland,
#749,Louis Le Duff,$2.6 B,$2.60,70,Male,bakeries,France,
#680,Dieter Schnabel,$2.9 B,$2.90,70,Male,chemicals,Germany,
#824,Friedhelm Loh,$2.5 B,$2.50,70,Male,manufacturing,Germany,
#917,Dirk Rossmann,$2.2 B,$2.20,70,Male,drugstore chain,Germany,
#1363,Lutz Mario Helmig,$1.5 B,$1.50,70,Male,medical facilities,Germany,
#130,Peter Woo,$9.7 B,$9.70,70,Male,real estate,Hong Kong,
#733,Silas Chou,$2.7 B,$2.70,70,Male,apparel,Hong Kong,
#1190,Cho Tak Wong,$1.7 B,$1.70,70,Male,auto parts,Hong Kong,
#1084,N.R. Narayana Murthy,$1.9 B,$1.90,70,Male,software services,India,
#1319,Radhe Shyam Goenka,$1.5 B,$1.50,70,Male,consumer goods,India,
#789,Patrizio Bertelli,$2.5 B,$2.50,70,Male,luxury goods,Italy,
#1505,Nobutada Saji,$1.3 B,$1.30,70,Male,beverages,Japan,
#1719,Soichiro Fukutake,$1.1 B,$1.10,70,Male,education,Japan,
#879,Dik Wessels,$2.3 B,$2.30,70,Male,"construction, engineering",Netherlands,
#1502,Eduardo Belmont Anderson,$1.3 B,$1.30,70,Male,cosmetics,Peru,
#1551,Megdet Rahimkulov,$1.3 B,$1.30,70,Male,investments,Russia,
#147,Mohammed Al Amoudi,$8.7 B,$8.70,70,Male,"oil, diversified",Saudi Arabia,
#1843,Alberto Cortina,$1 B,$1,70,Male,investments,Spain,
#345,Michael Pieper,$4.9 B,$4.90,70,Male,kitchen appliances,Switzerland,
#407,Thomas Schmidheiny,$4.3 B,$4.30,70,Male,cement,Switzerland,
#1167,Rudolf Maag,$1.8 B,$1.80,70,Male,medical devices,Switzerland,
#562,Krit Ratanarak,$3.3 B,$3.30,70,Male,"media, real estate",Thailand,
#855,Anthony Bamford,$2.4 B,$2.40,70,Male,construction equipment,United Kingdom,
#1341,Michael Ashcroft,$1.5 B,$1.50,70,Male,security,United Kingdom,
#1792,Mohammed Ibrahim,$1.1 B,$1.10,70,Male,communications,United Kingdom,
#77,Harold Hamm,$13.2 B,$13.20,70,Male,oil & gas,United States,
#385,Donald Trump,$4.5 B,$4.50,70,Male,"television, real estate",United States,
#529,Steven Udvar-Hazy,$3.5 B,$3.50,70,Male,aircraft leasing,United States,
#531,Michael Milken,$3.5 B,$3.50,70,Male,investments,United States,
#650,Bennett Dorrance,$3 B,$3,70,Male,Campbell Soup,United States,
#805,C. Dean Metropoulos,$2.5 B,$2.50,70,Male,investments,United States,
#842,Daniel D'Aniello,$2.4 B,$2.40,70,Male,private equity,United States,
#951,Stewart Rahr,$2.2 B,$2.20,70,Male,drug distribution,United States,
#990,Arturo Moreno,$2.1 B,$2.10,70,Male,billboards,United States,
#1081,Howard Marks,$1.9 B,$1.90,70,Male,private equity,United States,
#1389,Victor Fung,$1.5 B,$1.50,70,Male,trading company,United States,
#1390,David Booth,$1.5 B,$1.50,70,Male,mutual funds,United States,
#1527,William Berkley,$1.3 B,$1.30,70,Male,insurance,United States,
#1249,Bob Ell,$1.6 B,$1.60,71,Male,property,Australia,
#1647,Lang Walker,$1.2 B,$1.20,71,Male,property,Australia,
#1703,Solomon Lew,$1.1 B,$1.10,71,Male,retail,Australia,
#504,Jorge Moll Filho,$3.7 B,$3.70,71,Male,hospitals,Brazil,
#761,Robert Miller,$2.6 B,$2.60,71,Male,electronics components,Canada,
#238,Lu Guanqiu,$6.1 B,$6.10,71,Male,conglomerate,China,
#849,Xu Jingren,$2.4 B,$2.40,71,Male,pharmaceuticals,China,
#141,John Fredriksen,$8.9 B,$8.90,71,Male,shipping,Cyprus,
#1178,Youssef Mansour,$1.7 B,$1.70,71,Male,diversified,Egypt,
#1371,Horst Julius Pudwill,$1.5 B,$1.50,71,Male,manufacturing,Germany,
#61,Azim Premji,$14.9 B,$14.90,71,Male,software services,India,
#96,Shiv Nadar,$11.4 B,$11.40,71,Male,software services,India,
#1180,Abhay Firodia,$1.7 B,$1.70,71,Male,automobiles,India,
#1197,Mofatraj Munot,$1.7 B,$1.70,71,Male,real estate,India,
#1318,Radhe Shyam Agarwal,$1.5 B,$1.50,71,Male,consumer goods,India,
#285,Arnon Milchan,$5.3 B,$5.30,71,Male,movie making,Israel,
#1484,Massimo Moratti,$1.3 B,$1.30,71,Male,oil refinery,Italy,
#1582,Piero Ferrari,$1.3 B,$1.30,71,Male,automobiles,Italy,
#108,Takemitsu Takizaki,$10.9 B,$10.90,71,Male,sensors,Japan,
#1204,Katsumi Tada,$1.7 B,$1.70,71,Male,real estate,Japan,
#807,Taha Mikati,$2.5 B,$2.50,71,Male,telecom,Lebanon,
#1379,Robert Mouawad,$1.5 B,$1.50,71,Male,fine jewelry,Lebanon,
#1356,Ezra Nahmad,$1.5 B,$1.50,71,Male,art,Monaco,
#297,Kwee family,$5.2 B,$5.20,71,Male,Pontiac Land Group,Singapore,
#204,Nicky Oppenheimer,$6.7 B,$6.70,71,Male,diamonds,South Africa,
#1171,Koo Bon-Moo,$1.7 B,$1.70,71,Male,electronics/chemicals/household products,South Korea,
#1391,Martin Ebner,$1.5 B,$1.50,71,Male,investments,Switzerland,
#15,S. Robson Walton,$34.9 B,$34.90,71,Male,Wal-Mart,United States,
#85,Thomas Peterffy,$12.6 B,$12.60,71,Male,discount brokerage,United States,
#192,Richard Kinder,$7 B,$7,71,Male,pipelines,United States,
#205,Richard LeFrak,$6.6 B,$6.60,71,Male,real estate,United States,
#286,Bruce Kovner,$5.3 B,$5.30,71,Male,hedge funds,United States,
#613,Jack & Laura Dangermond,$3.2 B,$3.20,71,Male,mapping software,United States,
#665,Haim Saban,$2.9 B,$2.90,71,Male,"TV network, investments",United States,
#940,Paul Singer,$2.2 B,$2.20,71,Male,hedge funds,United States,
#1038,James France,$2 B,$2,71,Male,"Nascar, racing",United States,
#1129,Edward Bass,$1.8 B,$1.80,71,Male,"oil, investments",United States,
#1479,James Leininger,$1.3 B,$1.30,71,Male,medical products,United States,
#1691,Vincent McMahon,$1.2 B,$1.20,71,Male,wrestling,United States,
#1850,William Macaulay,$1 B,$1,71,Male,energy investments,United States,
#1007,Gustavo Cisneros,$2 B,$2,71,Male,media,Venezuela,
#584,Issad Rebrab,$3.3 B,$3.30,72,Male,food,Algeria,
#64,Dietrich Mateschitz,$14.5 B,$14.50,72,Male,Red Bull,Austria,
#672,Edson de Godoy Bueno,$2.9 B,$2.90,72,Male,"hospitals, health care",Brazil,
#986,Patricia Matte,$2.1 B,$2.10,72,Male,paper,Chile,
#967,Ren Zhengfei,$2.1 B,$2.10,72,Male,telecom equipment,China,
#1403,Wang Zhenghua,$1.4 B,$1.40,72,Male,budget airline,China,
#106,Hasso Plattner,$11.1 B,$11.10,72,Male,software,Germany,
#368,Bernard Broermann,$4.7 B,$4.70,72,Male,hospitals,Germany,
#444,Michael Herz,$4 B,$4,72,Male,coffee,Germany,
#924,August Oetker,$2.2 B,$2.20,72,Male,consumer goods,Germany,
#1036,Peter Unger,$2 B,$2,72,Male,auto repair,Germany,
#947,Karsanbhai Patel,$2.2 B,$2.20,72,Male,consumer goods,India,
#1310,Theodore Rachmat,$1.6 B,$1.60,72,Male,diversified,Indonesia,
#730,"John Dorrance, III.",$2.7 B,$2.70,72,Male,Campbell Soup,Ireland,
#695,Carlo Benetton,$2.8 B,$2.80,72,Male,"clothing, investments",Italy,
#609,Shigenobu Nagamori,$3.2 B,$3.20,72,Male,motors,Japan,
#655,Akio Nitori,$3 B,$3,72,Male,retail,Japan,
#1543,Alfredo Harp Helu,$1.3 B,$1.30,72,Male,banking,Mexico,
#1027,Kommer Damen,$2 B,$2,72,Male,shipbuilding,Netherlands,
#726,Jason Chang,$2.7 B,$2.70,72,Male,electronics,Singapore,
#1152,Lim Oon Kuin,$1.8 B,$1.80,72,Male,oil trading,Singapore,
#902,Manuel Lao Hernandez,$2.3 B,$2.30,72,Male,gambling,Spain,
